first_seen_utc,malware_printable,confidence_level,ip,port
2025-10-03,Cobalt Strike,50,81.71.159.99,50050
2025-10-03,Cobalt Strike,50,39.97.35.139,50050
2025-10-03,Cobalt Strike,50,103.79.186.158,81
2025-10-03,Cobalt Strike,50,103.79.186.158,8080
2025-10-03,Cobalt Strike,50,152.136.159.25,6666
2025-10-03,Cobalt Strike,50,112.125.88.176,5555
2025-10-03,Cobalt Strike,50,23.94.199.115,8443
2025-10-03,Cobalt Strike,50,38.190.224.63,80
2025-10-03,XWorm,75,107.175.214.47,5555
2025-10-03,MooBot,100,67.210.101.39,80
2025-10-03,NetSupportManager RAT,100,56.155.117.222,23905
2025-10-03,Unknown malware,100,102.117.162.244,7443
2025-10-03,Unknown malware,100,84.201.4.192,443
2025-10-03,AsyncRAT,100,45.74.8.8,85
2025-10-03,AsyncRAT,100,206.82.9.243,1177
2025-10-03,AsyncRAT,100,172.111.151.97,62
2025-10-03,Sliver,100,86.106.85.183,31337
2025-10-03,Remcos,100,172.111.139.32,2405
2025-10-03,XWorm,100,147.185.221.18,44872
2025-10-03,Cobalt Strike,75,81.71.249.93,53
2025-10-03,Loki Password Stealer (PWS),75,83.29.21.9,28015
2025-10-03,Havoc,75,193.233.203.26,443
2025-10-03,Cobalt Strike,75,45.204.216.82,8848
2025-10-03,Cobalt Strike,75,47.106.132.231,30003
2025-10-03,Cobalt Strike,75,23.94.199.115,8080
2025-10-03,Cobalt Strike,75,119.29.91.70,8099
2025-10-03,NetWire RC,100,31.214.157.62,3360
2025-10-03,NetWire RC,100,185.22.172.218,22001
2025-10-03,NetWire RC,100,213.184.126.135,3333
2025-10-03,DarkComet,100,18.221.169.155,1604
2025-10-03,Bashlite,100,172.86.92.103,839
2025-10-03,Bashlite,100,108.174.197.100,23
2025-10-03,Bashlite,100,194.15.36.6,1111
2025-10-03,Bashlite,100,176.46.152.89,4258
2025-10-03,Bashlite,100,213.142.148.13,25565
2025-10-03,Nanocore RAT,100,185.32.221.26,64794
2025-10-03,NjRAT,100,193.118.38.85,1987
2025-10-03,Ave Maria,100,178.239.21.14,3310
2025-10-03,Remcos,100,185.196.8.216,4777
2025-10-03,Remcos,100,54.39.30.223,1026
2025-10-03,Remcos,100,107.172.132.40,7271
2025-10-03,Remcos,100,54.39.30.224,1026
2025-10-03,BitRAT,100,185.196.220.44,7490
2025-10-03,XWorm,100,208.91.189.145,7000
2025-10-03,AsyncRAT,100,86.238.210.203,6606
2025-10-03,AsyncRAT,100,78.71.115.65,30125
2025-10-03,AsyncRAT,100,199.244.48.235,6606
2025-10-03,AsyncRAT,100,72.43.19.202,8000
2025-10-03,AsyncRAT,100,147.185.221.211,8808
2025-10-03,AsyncRAT,100,77.83.37.76,7707
2025-10-03,AsyncRAT,100,91.92.242.20,8848
2025-10-03,AsyncRAT,100,77.83.37.76,8808
2025-10-03,AsyncRAT,100,86.238.210.203,8808
2025-10-03,AsyncRAT,100,72.225.16.220,8000
2025-10-03,AsyncRAT,100,147.185.221.211,7707
2025-10-03,AsyncRAT,100,80.7.62.25,8808
2025-10-03,AsyncRAT,100,77.83.37.76,1912
2025-10-03,AsyncRAT,100,46.4.113.39,7707
2025-10-03,AsyncRAT,100,83.215.154.72,7707
2025-10-03,AsyncRAT,100,199.244.48.235,7707
2025-10-03,Quasar RAT,100,193.161.193.99,54289
2025-10-03,AsyncRAT,100,147.185.221.211,18765
2025-10-03,AsyncRAT,100,147.185.221.211,6606
2025-10-03,AsyncRAT,100,86.238.210.203,7707
2025-10-03,AsyncRAT,100,77.83.37.76,6606
2025-10-03,AsyncRAT,100,46.4.113.39,6606
2025-10-03,Quasar RAT,100,199.247.18.62,4782
2025-10-03,QakBot,75,37.6.52.87,995
2025-10-03,Unknown malware,75,101.34.217.163,60000
2025-10-03,Mirai,100,89.32.41.66,1995
2025-10-03,Chaos,100,195.32.108.238,8081
2025-10-03,Remcos,100,2.58.56.224,2404
2025-10-03,Remcos,100,107.172.132.45,14647
2025-10-03,Cobalt Strike,100,115.190.128.234,443
2025-10-03,Vidar,100,49.13.36.184,443
2025-10-03,Cobalt Strike,100,115.190.128.234,801
2025-10-03,NetSupportManager RAT,100,77.83.175.131,2080
2025-10-03,XWorm,100,147.185.221.27,61715
2025-10-03,XWorm,100,146.19.168.205,6000
2025-10-03,Mirai,100,161.35.159.168,5555
2025-10-03,Mirai,100,164.90.174.64,5555
2025-10-03,Mirai,100,68.183.206.140,5555
2025-10-03,Mirai,100,159.89.31.123,9034
2025-10-03,NetSupportManager RAT,100,200.107.207.38,443
2025-10-03,Unknown malware,100,91.107.169.243,2086
2025-10-03,Unknown malware,100,3.232.83.71,4443
2025-10-03,Unknown malware,100,116.203.60.24,443
2025-10-03,Unknown malware,100,137.184.13.125,3333
2025-10-03,Unknown malware,100,18.196.246.28,443
2025-10-03,Unknown malware,100,51.38.126.247,3333
2025-10-03,Unknown malware,100,95.216.210.150,3333
2025-10-03,Unknown malware,100,89.250.200.30,3333
2025-10-03,Unknown malware,100,18.194.191.166,80
2025-10-03,Unknown malware,100,18.194.191.166,443
2025-10-03,Unknown malware,100,72.60.12.50,3333
2025-10-03,Unknown malware,100,37.27.90.2,443
2025-10-03,Unknown malware,100,24.144.88.38,8080
2025-10-03,Unknown malware,100,23.94.61.130,3333
2025-10-03,Unknown malware,100,154.38.181.10,1088
2025-10-03,Remcos,100,158.94.208.222,9000
2025-10-03,Remcos,100,172.111.137.163,3384
2025-10-03,AsyncRAT,100,206.82.9.243,9999
2025-10-03,AsyncRAT,100,196.251.73.238,8808
2025-10-03,AsyncRAT,100,91.92.242.223,3000
2025-10-03,Meterpreter,50,43.201.116.9,8090
2025-10-03,Meterpreter,50,13.49.70.65,58000
2025-10-03,Meterpreter,50,13.49.70.65,10000
2025-10-03,Meterpreter,50,98.130.122.57,52200
2025-10-03,Meterpreter,50,98.130.122.57,11000
2025-10-03,Meterpreter,50,98.130.122.57,10000
2025-10-03,Meterpreter,50,98.130.122.57,9600
2025-10-03,Meterpreter,50,98.130.122.57,2000
2025-10-03,Meterpreter,50,98.130.122.57,250
2025-10-03,Meterpreter,50,3.27.253.100,44806
2025-10-03,Meterpreter,50,3.27.253.100,6956
2025-10-03,Meterpreter,50,157.175.176.167,4443
2025-10-03,Meterpreter,50,51.112.231.41,8089
2025-10-03,Meterpreter,50,54.94.26.42,24655
2025-10-03,Meterpreter,50,35.94.23.94,13219
2025-10-03,Meterpreter,50,35.94.23.94,4369
2025-10-03,Meterpreter,50,35.182.50.190,41072
2025-10-03,Meterpreter,50,35.182.50.190,35322
2025-10-03,Meterpreter,50,35.182.50.190,22322
2025-10-03,Meterpreter,50,13.208.212.110,18246
2025-10-03,Meterpreter,50,18.231.16.72,3389
2025-10-03,Meterpreter,50,16.62.75.138,8020
2025-10-03,Meterpreter,50,160.179.170.52,2222
2025-10-03,Meterpreter,50,16.63.103.204,41795
2025-10-03,Meterpreter,50,15.236.226.14,21995
2025-10-03,Meterpreter,50,15.236.226.14,18245
2025-10-03,Meterpreter,50,15.236.226.14,995
2025-10-03,Meterpreter,50,13.234.217.215,7547
2025-10-03,Meterpreter,50,3.120.147.196,36376
2025-10-03,Meterpreter,50,44.204.52.177,4567
2025-10-03,Meterpreter,50,3.36.77.106,50580
2025-10-03,Meterpreter,50,3.36.77.106,2080
2025-10-03,Meterpreter,50,44.250.186.83,50580
2025-10-03,Meterpreter,50,44.250.186.83,8880
2025-10-03,Meterpreter,50,44.250.186.83,2380
2025-10-03,Meterpreter,50,43.198.247.187,50995
2025-10-03,Meterpreter,50,35.152.106.71,1911
2025-10-03,Meterpreter,50,44.248.240.196,5984
2025-10-03,Meterpreter,50,16.28.32.67,2053
2025-10-03,Meterpreter,50,16.28.32.67,2003
2025-10-03,Meterpreter,50,15.152.33.246,1234
2025-10-03,Meterpreter,50,51.16.55.246,15346
2025-10-03,Meterpreter,50,18.163.33.192,771
2025-10-03,Meterpreter,50,15.237.211.52,8994
2025-10-03,Meterpreter,50,15.237.211.52,4444
2025-10-03,Meterpreter,50,16.51.89.255,60000
2025-10-03,Meterpreter,50,16.51.89.255,250
2025-10-03,Meterpreter,50,65.2.10.29,10226
2025-10-03,Meterpreter,50,105.159.55.228,2222
2025-10-03,Meterpreter,50,18.163.113.135,1098
2025-10-03,Meterpreter,50,16.26.41.90,23674
2025-10-03,Meterpreter,50,51.49.100.186,4242
2025-10-03,Meterpreter,50,56.155.38.151,2979
2025-10-03,Meterpreter,50,54.255.229.133,1962
2025-10-03,Meterpreter,50,15.222.61.226,50805
2025-10-03,Meterpreter,50,100.29.10.186,2443
2025-10-03,Meterpreter,50,54.253.17.149,10078
2025-10-03,Meterpreter,50,54.253.17.149,2078
2025-10-03,Meterpreter,50,15.160.151.4,59959
2025-10-03,Meterpreter,50,18.162.123.32,8081
2025-10-03,Meterpreter,50,43.198.187.216,28015
2025-10-03,Meterpreter,50,43.198.187.216,465
2025-10-03,Meterpreter,50,54.78.122.32,18100
2025-10-03,Meterpreter,50,54.78.122.32,8000
2025-10-03,Meterpreter,50,54.176.182.76,465
2025-10-03,Meterpreter,50,196.75.204.234,2222
2025-10-03,Meterpreter,50,51.112.253.84,179
2025-10-03,Meterpreter,50,54.180.243.81,8089
2025-10-03,Meterpreter,50,51.49.105.39,8672
2025-10-03,Meterpreter,50,43.198.104.191,20006
2025-10-03,Meterpreter,50,79.23.229.27,4444
2025-10-03,Cobalt Strike,50,47.92.78.31,80
2025-10-03,Cobalt Strike,50,38.54.95.137,7443
2025-10-03,Cobalt Strike,50,142.91.98.31,80
2025-10-03,Cobalt Strike,50,4.156.241.82,443
2025-10-03,Cobalt Strike,50,115.190.128.234,80
2025-10-03,Cobalt Strike,50,45.10.59.167,4443
2025-10-03,Cobalt Strike,50,4.208.77.194,443
2025-10-03,Cobalt Strike,50,20.164.167.146,443
2025-10-03,Cobalt Strike,50,45.10.59.227,443
2025-10-03,Cobalt Strike,50,98.70.241.192,443
2025-10-03,Cobalt Strike,50,4.228.40.142,443
2025-10-03,Cobalt Strike,50,57.182.63.219,445
2025-10-03,Cobalt Strike,50,57.182.63.219,443
2025-10-03,Cobalt Strike,50,40.66.48.54,4443
2025-10-03,Brute Ratel C4,100,54.65.57.175,80
2025-10-03,Havoc,100,52.14.250.59,443
2025-10-03,Unknown malware,100,192.109.138.67,7443
2025-10-03,Unknown malware,100,178.255.244.187,58873
2025-10-03,Remcos,100,185.196.11.138,2404
2025-10-03,Ghost RAT,100,103.176.197.22,8080
2025-10-03,Cobalt Strike,100,117.72.103.29,14444
2025-10-03,Cobalt Strike,100,81.70.255.195,8080
2025-10-02,Rhadamanthys,100,82.22.174.33,443
2025-10-02,Rhadamanthys,100,193.233.126.43,443
2025-10-02,Rhadamanthys,100,193.23.216.48,443
2025-10-02,Rhadamanthys,100,185.141.216.93,443
2025-10-02,Rhadamanthys,100,185.141.216.98,443
2025-10-02,Rhadamanthys,100,45.156.87.102,8213
2025-10-02,Brute Ratel C4,100,57.182.172.83,80
2025-10-02,NetSupportManager RAT,100,105.159.148.109,443
2025-10-02,NetSupportManager RAT,100,18.222.118.200,11211
2025-10-02,NetSupportManager RAT,100,16.63.19.217,58603
2025-10-02,DCRat,100,104.194.154.152,7000
2025-10-02,Havoc,100,13.62.134.6,8443
2025-10-02,Havoc,100,217.148.142.80,443
2025-10-02,Havoc,100,42.96.5.54,443
2025-10-02,Havoc,100,45.137.99.68,443
2025-10-02,Havoc,100,69.5.189.9,443
2025-10-02,SectopRAT,100,172.86.113.216,9000
2025-10-02,AsyncRAT,100,72.176.170.113,8808
2025-10-02,AsyncRAT,100,172.94.1.232,190
2025-10-02,pupy,100,41.147.193.221,80
2025-10-02,pupy,100,192.144.23.109,443
2025-10-02,Ghost RAT,100,103.86.47.226,80
2025-10-02,Latrodectus,100,91.92.242.199,443
2025-10-02,AsyncRAT,75,95.214.55.246,2035
2025-10-02,Unknown malware,75,77.14.2.181,7443
2025-10-02,Remcos,75,46.250.253.70,888
2025-10-02,QakBot,75,189.140.39.199,443
2025-10-02,Remcos,75,185.196.11.56,443
2025-10-02,Remcos,75,139.99.162.200,2404
2025-10-02,DCRat,75,104.194.154.152,6000
2025-10-02,FatalRat,100,154.198.50.12,1234
2025-10-02,Remcos,100,157.250.206.39,1024
2025-10-02,Empire Downloader,100,62.169.19.51,8080
2025-10-02,Unknown malware,100,196.251.114.38,80
2025-10-02,NetSupportManager RAT,100,3.36.89.84,13258
2025-10-02,NetSupportManager RAT,100,54.176.224.0,1311
2025-10-02,Havoc,100,46.62.147.9,443
2025-10-02,Remcos,100,191.96.225.141,2404
2025-10-02,Unknown malware,100,188.165.208.154,80
2025-10-02,XWorm,100,185.196.10.190,8000
2025-10-02,BianLian,100,94.198.40.6,20045
2025-10-02,MimiKatz,100,117.72.45.68,8080
2025-10-02,Brute Ratel C4,100,35.79.147.99,80
2025-10-02,NetSupportManager RAT,100,15.160.175.79,2095
2025-10-02,NetSupportManager RAT,100,3.76.205.31,50090
2025-10-02,DCRat,100,45.91.8.136,7777
2025-10-02,AsyncRAT,100,185.196.11.105,9999
2025-10-02,Quasar RAT,100,212.11.64.212,4782
2025-10-02,Sliver,100,70.34.252.126,8000
2025-10-02,Latrodectus,100,91.92.242.197,443
2025-10-02,Cobalt Strike,100,43.143.240.86,80
2025-10-02,XWorm,100,91.92.242.128,7000
2025-10-02,Vidar,100,49.13.35.165,443
2025-10-02,Vidar,100,95.217.244.12,443
2025-10-02,DeimosC2,75,45.129.183.113,2096
2025-10-02,ValleyRAT,100,108.187.7.84,443
2025-10-02,DeimosC2,75,104.206.234.89,30098
2025-10-02,DeimosC2,75,104.206.234.93,30025
2025-10-02,DeimosC2,75,104.206.234.93,30097
2025-10-02,DeimosC2,75,104.206.234.78,30157
2025-10-02,DeimosC2,75,104.206.234.83,30092
2025-10-02,DeimosC2,75,104.206.234.58,30098
2025-10-02,DeimosC2,75,104.206.234.70,30098
2025-10-02,DeimosC2,75,104.206.234.73,30096
2025-10-02,DeimosC2,75,104.206.234.42,30118
2025-10-02,DeimosC2,75,104.206.234.42,30231
2025-10-02,DeimosC2,75,104.206.234.246,30025
2025-10-02,DeimosC2,75,104.206.234.249,30185
2025-10-02,DeimosC2,75,104.206.234.37,30092
2025-10-02,DeimosC2,75,104.206.234.233,30025
2025-10-02,DeimosC2,75,104.206.234.221,30157
2025-10-02,DeimosC2,75,104.206.234.226,30098
2025-10-02,DeimosC2,75,104.206.234.227,30097
2025-10-02,DeimosC2,75,104.206.234.227,30244
2025-10-02,DeimosC2,75,104.206.234.188,30157
2025-10-02,DeimosC2,75,104.206.234.191,30130
2025-10-02,DeimosC2,75,104.206.234.194,30099
2025-10-02,DeimosC2,75,104.206.234.179,30157
2025-10-02,DeimosC2,75,104.206.234.161,30118
2025-10-02,DeimosC2,75,104.206.234.163,30098
2025-10-02,DeimosC2,75,104.206.234.165,30118
2025-10-02,DeimosC2,75,104.206.234.143,30244
2025-10-02,DeimosC2,75,104.206.234.121,30130
2025-10-02,DeimosC2,75,104.206.234.122,30098
2025-10-02,DeimosC2,75,104.206.234.12,30157
2025-10-02,DeimosC2,75,104.206.234.107,30092
2025-10-02,DeimosC2,75,104.140.154.94,30121
2025-10-02,DeimosC2,75,104.140.154.97,30132
2025-10-02,DeimosC2,75,104.140.154.97,30228
2025-10-02,DeimosC2,75,104.140.154.84,30115
2025-10-02,DeimosC2,75,104.140.154.84,30244
2025-10-02,DeimosC2,75,104.140.154.70,30049
2025-10-02,DeimosC2,75,104.140.154.8,30049
2025-10-02,DeimosC2,75,104.140.154.80,30127
2025-10-02,DeimosC2,75,104.140.154.80,30254
2025-10-02,DeimosC2,75,104.140.154.55,30137
2025-10-02,DeimosC2,75,104.140.154.62,30109
2025-10-02,DeimosC2,75,104.140.154.67,30158
2025-10-02,DeimosC2,75,104.140.154.49,30126
2025-10-02,DeimosC2,75,104.140.154.55,30127
2025-10-02,DeimosC2,75,104.140.154.40,30052
2025-10-02,DeimosC2,75,104.140.154.40,30086
2025-10-02,DeimosC2,75,104.140.154.39,30254
2025-10-02,DeimosC2,75,104.140.154.33,30115
2025-10-02,DeimosC2,75,104.140.154.33,30126
2025-10-02,DeimosC2,75,104.140.154.27,30065
2025-10-02,DeimosC2,75,104.140.154.27,30137
2025-10-02,DeimosC2,75,104.140.154.29,30049
2025-10-02,DeimosC2,75,104.140.154.3,30086
2025-10-02,DeimosC2,75,104.140.154.31,30065
2025-10-02,DeimosC2,75,104.140.154.249,30107
2025-10-02,DeimosC2,75,104.140.154.26,30200
2025-10-02,DeimosC2,75,104.140.154.249,30088
2025-10-02,DeimosC2,75,104.140.154.226,30052
2025-10-02,DeimosC2,75,104.140.154.226,30126
2025-10-02,DeimosC2,75,104.140.154.23,30109
2025-10-02,DeimosC2,75,104.140.154.217,30200
2025-10-02,DeimosC2,75,104.140.154.219,30254
2025-10-02,DeimosC2,75,104.140.154.224,30154
2025-10-02,DeimosC2,75,104.140.154.209,30115
2025-10-02,DeimosC2,75,104.140.154.210,30084
2025-10-02,DeimosC2,75,104.140.154.202,30107
2025-10-02,DeimosC2,75,104.140.154.203,30132
2025-10-02,DeimosC2,75,104.140.154.187,30042
2025-10-02,DeimosC2,75,104.140.154.187,30088
2025-10-02,DeimosC2,75,104.140.154.189,30121
2025-10-02,DeimosC2,75,104.140.154.195,30086
2025-10-02,DeimosC2,75,104.140.154.179,30088
2025-10-02,DeimosC2,75,104.140.154.182,30128
2025-10-02,DeimosC2,75,104.140.154.167,30071
2025-10-02,DeimosC2,75,104.140.154.168,30071
2025-10-02,DeimosC2,75,104.140.154.168,30136
2025-10-02,DeimosC2,75,104.140.154.173,30049
2025-10-02,DeimosC2,75,104.140.154.176,30086
2025-10-02,DeimosC2,75,104.140.154.160,30089
2025-10-02,DeimosC2,75,104.140.154.166,30052
2025-10-02,DeimosC2,75,104.140.154.153,30079
2025-10-02,DeimosC2,75,104.140.154.153,30137
2025-10-02,DeimosC2,75,104.140.154.154,30071
2025-10-02,DeimosC2,75,104.140.154.154,30132
2025-10-02,DeimosC2,75,104.140.154.154,30253
2025-10-02,DeimosC2,75,104.140.154.140,30253
2025-10-02,DeimosC2,75,104.140.154.142,30071
2025-10-02,DeimosC2,75,104.140.154.143,30049
2025-10-02,DeimosC2,75,104.140.154.144,30109
2025-10-02,DeimosC2,75,104.140.154.144,30216
2025-10-02,DeimosC2,75,104.140.154.129,30049
2025-10-02,DeimosC2,75,104.140.154.13,30244
2025-10-02,DeimosC2,75,104.140.154.113,30049
2025-10-02,DeimosC2,75,104.140.154.114,30019
2025-10-02,DeimosC2,75,104.140.154.115,30253
2025-10-02,DeimosC2,75,104.140.154.103,30084
2025-10-02,DeimosC2,75,104.140.154.104,30158
2025-10-02,DeimosC2,75,104.140.154.108,30244
2025-10-02,Quasar RAT,100,185.208.159.161,8081
2025-10-02,Unknown malware,100,213.218.234.181,7443
2025-10-02,SectopRAT,100,185.80.234.251,9000
2025-10-02,AsyncRAT,100,206.82.9.243,8080
2025-10-02,Remcos,100,213.227.129.32,9558
2025-10-02,Amadey,50,91.92.242.27,80
2025-10-02,Cobalt Strike,100,138.124.113.71,8888
2025-10-02,Cobalt Strike,100,47.239.136.166,2095
2025-10-02,Cobalt Strike,100,152.136.159.25,7777
2025-10-02,Cobalt Strike,100,94.74.164.177,8443
2025-10-02,SpyNote,100,23.26.201.95,7771
2025-10-02,ValleyRAT,100,154.39.252.130,8080
2025-10-02,ValleyRAT,100,154.39.252.130,8181
2025-10-02,Mirai,100,213.209.143.62,1024
2025-10-02,Loki Password Stealer (PWS),75,112.248.171.189,57911
2025-10-02,Loki Password Stealer (PWS),75,58.22.95.25,6868
2025-10-02,Loki Password Stealer (PWS),75,110.37.104.96,48474
2025-10-02,Mirai,100,213.209.143.62,3778
2025-10-02,Brute Ratel C4,100,52.197.117.100,80
2025-10-02,Brute Ratel C4,100,35.75.178.12,80
2025-10-02,SectopRAT,100,138.124.101.138,9000
2025-10-02,Unknown malware,100,217.154.244.34,443
2025-10-02,Unknown malware,100,202.151.177.221,3333
2025-10-02,Unknown malware,100,34.197.109.63,3333
2025-10-02,Unknown malware,100,5.231.93.227,3333
2025-10-02,Unknown malware,100,128.199.103.197,3333
2025-10-02,Unknown malware,100,47.130.108.148,443
2025-10-02,Unknown malware,100,54.157.124.158,443
2025-10-02,MooBot,100,89.32.41.66,80
2025-10-02,Unknown malware,100,142.51.223.9,8443
2025-10-02,Unknown malware,100,95.108.46.213,8443
2025-10-02,Unknown malware,100,123.202.63.7,8443
2025-10-02,Unknown malware,100,216.172.118.157,8443
2025-10-02,Remcos,100,217.195.155.77,54444
2025-10-02,Remcos,100,3.139.240.105,2404
2025-10-02,Quasar RAT,100,167.71.235.5,6644
2025-10-02,Unknown malware,100,196.251.117.177,7443
2025-10-02,Unknown malware,100,3.129.42.221,443
2025-10-02,Unknown malware,100,89.23.113.57,8001
2025-10-02,Sliver,90,3.90.58.140,443
2025-10-02,Cobalt Strike,100,85.208.84.240,443
2025-10-02,XWorm,100,5.175.234.65,7000
2025-10-02,Cobalt Strike,75,106.53.107.131,443
2025-10-02,Empire Downloader,100,13.48.5.97,1337
2025-10-02,Kaiji,100,202.61.139.34,808
2025-10-02,Kaiji,100,38.150.2.34,808
2025-10-02,Unknown malware,100,34.128.175.224,443
2025-10-02,SectopRAT,100,167.172.215.17,9000
2025-10-02,AsyncRAT,100,185.196.11.223,1003
2025-10-02,Remcos,100,176.57.184.244,2404
2025-10-02,Remcos,100,172.111.213.74,2404
2025-10-02,Cobalt Strike,100,185.196.9.196,443
2025-10-01,XWorm,100,159.223.171.199,3977
2025-10-01,Cobalt Strike,75,47.113.186.138,9443
2025-10-01,AdaptixC2,100,86.109.75.149,443
2025-10-01,Kaiji,100,202.61.139.18,808
2025-10-01,DCRat,100,207.174.1.242,6667
2025-10-01,SectopRAT,100,91.211.251.106,9000
2025-10-01,Sliver,100,57.130.30.204,443
2025-10-01,Remcos,100,217.195.155.78,54444
2025-10-01,Remcos,100,217.195.155.74,54444
2025-10-01,Latrodectus,100,91.92.242.182,443
2025-10-01,Latrodectus,100,91.92.242.200,443
2025-10-01,Latrodectus,100,91.92.242.198,443
2025-10-01,Latrodectus,100,91.92.242.195,443
2025-10-01,Latrodectus,100,91.92.242.196,443
2025-10-01,FAKEUPDATES,100,108.61.193.37,443
2025-10-01,QakBot,75,88.251.38.198,443
2025-10-01,Remcos,75,217.195.155.75,54444
2025-10-01,DeimosC2,75,183.36.22.32,10250
2025-10-01,Unknown RAT,100,147.185.221.211,14810
2025-10-01,ValleyRAT,100,23.140.244.250,2025
2025-10-01,XWorm,100,147.185.221.211,64132
2025-10-01,MooBot,100,196.251.85.63,80
2025-10-01,NetSupportManager RAT,100,34.251.9.79,2405
2025-10-01,NetSupportManager RAT,100,34.251.9.79,36455
2025-10-01,Havoc,100,195.209.210.34,443
2025-10-01,Unknown malware,100,77.14.26.209,7443
2025-10-01,SectopRAT,100,62.164.177.52,9000
2025-10-01,AsyncRAT,100,206.82.9.243,3000
2025-10-01,Remcos,100,185.184.27.137,2404
2025-10-01,Remcos,100,198.46.173.23,24045
2025-10-01,Remcos,100,208.78.220.65,2404
2025-10-01,Latrodectus,100,91.92.242.152,443
2025-10-01,Rhadamanthys,100,176.46.152.80,443
2025-10-01,Rhadamanthys,100,193.111.117.32,443
2025-10-01,XWorm,100,88.218.17.152,7978
2025-10-01,Rhadamanthys,100,185.125.50.186,8288
2025-10-01,Meterpreter,75,65.95.97.136,4444
2025-10-01,NetSupportManager RAT,100,3.254.194.200,30462
2025-10-01,Havoc,100,45.32.154.228,443
2025-10-01,Unknown malware,100,196.251.117.219,7443
2025-10-01,SectopRAT,100,46.28.71.89,9000
2025-10-01,AsyncRAT,100,86.54.42.17,8808
2025-10-01,Ghost RAT,100,103.127.124.165,80
2025-10-01,XWorm,100,45.204.215.24,6099
2025-10-01,Cobalt Strike,100,157.230.106.39,443
2025-10-01,Cobalt Strike,75,47.99.125.121,16666
2025-10-01,Cobalt Strike,75,192.144.232.209,8855
2025-10-01,PureLogs Stealer,100,172.96.140.131,10709
2025-10-01,Broomstick,75,91.236.230.156,80
2025-10-01,Sliver,75,86.54.42.73,80
2025-10-01,Sliver,75,86.54.42.73,21
2025-10-01,Sliver,75,45.59.119.194,8888
2025-10-01,Sliver,75,204.136.10.72,8888
2025-10-01,MimiKatz,100,213.163.205.24,8000
2025-10-01,Brute Ratel C4,100,52.69.230.91,80
2025-10-01,Unknown malware,100,158.220.109.150,7443
2025-10-01,Unknown malware,100,72.60.17.111,7443
2025-10-01,ShadowPad,90,38.54.79.249,443
2025-10-01,Ghost RAT,100,23.247.129.242,9999
2025-10-01,Cobalt Strike,100,158.180.66.6,443
2025-10-01,Cobalt Strike,100,158.180.66.6,80
2025-10-01,Cobalt Strike,100,112.125.88.176,80
2025-10-01,Vidar,100,95.216.183.109,443
2025-10-01,Vidar,100,116.203.10.68,443
2025-10-01,ValleyRAT,100,108.187.6.98,1644
2025-10-01,ValleyRAT,100,108.187.6.98,1645
2025-10-01,ValleyRAT,100,108.187.6.98,1685
2025-10-01,RedLine Stealer,100,38.255.43.72,23317
2025-10-01,Remcos,100,103.237.86.140,3312
2025-10-01,Remcos,100,161.248.179.190,2404
2025-10-01,Loki Password Stealer (PWS),75,62.182.81.247,8080
2025-10-01,Cobalt Strike,100,185.196.9.203,443
2025-10-01,Cobalt Strike,100,185.196.8.40,80
2025-10-01,Sliver,90,96.241.2.86,443
2025-10-01,Unknown malware,100,149.28.112.197,7443
2025-10-01,Hook,100,154.48.226.93,80
2025-10-01,Quasar RAT,100,47.237.108.157,4444
2025-10-01,Unknown malware,100,96.23.160.177,8443
2025-10-01,Unknown malware,100,52.4.156.179,443
2025-10-01,Unknown malware,100,202.71.14.181,8443
2025-10-01,Unknown malware,100,20.244.28.61,3333
2025-10-01,Unknown malware,100,8.215.52.97,443
2025-10-01,Unknown malware,100,172.232.103.248,3333
2025-10-01,Remcos,100,217.195.155.76,54444
2025-10-01,Remcos,100,191.235.32.59,4444
2025-10-01,Unknown malware,100,66.55.74.22,8080
2025-10-01,NetSupportManager RAT,100,102.96.148.188,443
2025-10-01,NetSupportManager RAT,100,16.63.226.179,9600
2025-10-01,NetSupportManager RAT,100,16.63.226.179,10000
2025-10-01,Havoc,100,13.216.130.82,443
2025-10-01,Havoc,100,216.245.184.2,80
2025-10-01,Quasar RAT,100,181.161.10.57,8080
2025-10-01,Unknown malware,100,195.2.78.187,443
2025-10-01,SectopRAT,100,45.158.169.29,9000
2025-10-01,Sliver,100,204.136.10.72,443
2025-10-01,Remcos,100,196.251.73.238,2404
2025-10-01,Remcos,100,196.251.80.78,2404
2025-10-01,Remcos,100,198.23.175.59,443
2025-09-30,Rhadamanthys,100,85.121.148.59,443
2025-09-30,Rhadamanthys,100,178.22.24.253,58888
2025-09-30,Rhadamanthys,100,178.22.24.253,58
2025-09-30,Rhadamanthys,100,80.97.160.217,443
2025-09-30,ERMAC,100,196.251.70.37,8080
2025-09-30,Havoc,100,138.68.169.109,80
2025-09-30,Havoc,100,107.172.3.15,4347
2025-09-30,Sliver,100,85.9.211.45,8080
2025-09-30,Sliver,100,130.193.53.181,31337
2025-09-30,Remcos,100,185.241.208.84,2404
2025-09-30,Remcos,100,23.95.106.22,4444
2025-09-30,Cobalt Strike,100,120.27.20.98,10084
2025-09-30,Cobalt Strike,75,47.113.186.138,53
2025-09-30,Cobalt Strike,75,39.105.160.175,53
2025-09-30,DeimosC2,75,91.99.81.8,2042
2025-09-30,AsyncRAT,75,67.210.97.27,8808
2025-09-30,DeimosC2,75,58.221.45.186,10250
2025-09-30,Sliver,75,35.86.158.2,443
